metric,score,lang,partition,task
precision,0.8732737160738605,sn,entropy_hi,masakhapos
recall,0.8803484995159729,sn,entropy_hi,masakhapos
f1,0.8767968366023223,sn,entropy_hi,masakhapos
precision,0.6914567843179477,zu,entropy_hi,sib200
recall,0.6617647058823529,zu,entropy_hi,sib200
f1,0.676284996681207,zu,entropy_hi,sib200
precision,0.8112531969309463,zu,entropy_hi,masakhaner2
recall,0.8264721208963002,zu,entropy_hi,masakhaner2
f1,0.818791946308725,zu,entropy_hi,masakhaner2
precision,0.8745413615493314,zu,entropy_hi,masakhapos
recall,0.8774934952298352,zu,entropy_hi,masakhapos
f1,0.8760149412549142,zu,entropy_hi,masakhapos
precision,0.43251677895017426,ary,entropy_hi,AfriSenti-Twitter
recall,0.3839918946301925,ary,entropy_hi,AfriSenti-Twitter
f1,0.40681242657265776,ary,entropy_hi,AfriSenti-Twitter
precision,0.6134804245070606,ary,entropy_hi,sib200
recall,0.5931372549019608,ary,entropy_hi,sib200
f1,0.6031373501943518,ary,entropy_hi,sib200
precision,0.6289679720904842,so,entropy_hi,sib200
recall,0.6225490196078431,so,entropy_hi,sib200
f1,0.6257420346459808,so,entropy_hi,sib200
precision,0.6897991109559948,so,entropy_hi,masakhanews
recall,0.6870748299319728,so,entropy_hi,masakhanews
f1,0.6884342753145033,so,entropy_hi,masakhanews
precision,0.5826771653543307,rw,entropy_hi,masakhaner
recall,0.6880165289256198,rw,entropy_hi,masakhaner
f1,0.6309805779251539,rw,entropy_hi,masakhaner
precision,0.6058879604639454,rw,entropy_hi,AfriSenti-Twitter
recall,0.5964912280701754,rw,entropy_hi,AfriSenti-Twitter
f1,0.601152875991943,rw,entropy_hi,AfriSenti-Twitter
precision,0.7410237816855403,rw,entropy_hi,sib200
recall,0.7401960784313726,rw,entropy_hi,sib200
f1,0.7406096987988388,rw,entropy_hi,sib200
precision,0.7441391479707588,rw,entropy_hi,masakhaner2
recall,0.7807458344353345,rw,entropy_hi,masakhaner2
f1,0.7620030975735673,rw,entropy_hi,masakhaner2
precision,0.9640747012307894,rw,entropy_hi,masakhapos
recall,0.965009425070688,rw,entropy_hi,masakhapos
f1,0.9645418366938816,rw,entropy_hi,masakhapos
precision,0.6298891419217957,tw,entropy_hi,AfriSenti-Twitter
recall,0.6332982086406744,tw,entropy_hi,AfriSenti-Twitter
f1,0.6315890751180493,tw,entropy_hi,AfriSenti-Twitter
precision,0.6777038570958512,tw,entropy_hi,sib200
recall,0.6715686274509803,tw,entropy_hi,sib200
f1,0.6746222936295256,tw,entropy_hi,sib200
precision,0.7151979565772669,tw,entropy_hi,masakhaner2
recall,0.7619047619047619,tw,entropy_hi,masakhaner2
f1,0.7378129117259552,tw,entropy_hi,masakhaner2
precision,0.82278460752159,tw,entropy_hi,masakhapos
recall,0.8302430116589409,tw,entropy_hi,masakhapos
f1,0.8264969835579503,tw,entropy_hi,masakhapos
precision,0.5690998329156224,ln,entropy_hi,sib200
recall,0.5588235294117647,ln,entropy_hi,sib200
f1,0.563914868402636,ln,entropy_hi,sib200
precision,0.7938878481691397,ln,entropy_hi,masakhanews
recall,0.7828571428571428,ln,entropy_hi,masakhanews
f1,0.7883339108147999,ln,entropy_hi,masakhanews
precision,0.6976241900647948,lg,entropy_hi,masakhaner
recall,0.7582159624413145,lg,entropy_hi,masakhaner
f1,0.7266591676040495,lg,entropy_hi,masakhaner
precision,0.5110791985791985,lg,entropy_hi,sib200
recall,0.5098039215686274,lg,entropy_hi,sib200
f1,0.5104407635422525,lg,entropy_hi,sib200
precision,0.862032997879252,lg,entropy_hi,masakhanews
recall,0.8565022421524664,lg,entropy_hi,masakhanews
f1,0.8592587202103165,lg,entropy_hi,masakhanews
precision,0.8044019933554817,lg,entropy_hi,masakhaner2
recall,0.8544331715924128,lg,entropy_hi,masakhaner2
f1,0.828663101604278,lg,entropy_hi,masakhaner2
precision,0.8906866150155759,lg,entropy_hi,masakhapos
recall,0.8981443298969072,lg,entropy_hi,masakhapos
f1,0.894399926685578,lg,entropy_hi,masakhapos
precision,0.8121050589684148,om,entropy_hi,masakhanews
recall,0.7938461538461539,om,entropy_hi,masakhanews
f1,0.8028718088530362,om,entropy_hi,masakhanews
precision,0.5972769828652181,tn,entropy_hi,sib200
recall,0.5931372549019608,tn,entropy_hi,sib200
f1,0.5951999208230043,tn,entropy_hi,sib200
precision,0.7477148080438757,tn,entropy_hi,masakhaner2
recall,0.8147410358565738,tn,entropy_hi,masakhaner2
f1,0.7797902764537655,tn,entropy_hi,masakhaner2
precision,0.8806841406752774,tn,entropy_hi,masakhapos
recall,0.8833419555095706,tn,entropy_hi,masakhapos
f1,0.8820110458602268,tn,entropy_hi,masakhapos
precision,0.6079517350892504,ny,entropy_hi,sib200
recall,0.6176470588235294,ny,entropy_hi,sib200
f1,0.6127610486393145,ny,entropy_hi,sib200
precision,0.8559102674719585,ny,entropy_hi,masakhaner2
recall,0.8621089223638471,ny,entropy_hi,masakhaner2
f1,0.8589984124693317,ny,entropy_hi,masakhaner2
precision,0.7884521584025507,ny,entropy_hi,masakhapos
recall,0.8027093094316562,ny,entropy_hi,masakhapos
f1,0.7955168603380933,ny,entropy_hi,masakhapos
precision,0.5944096217722061,ee,entropy_hi,sib200
recall,0.5931372549019608,ee,entropy_hi,sib200
f1,0.5937727567145369,ee,entropy_hi,sib200
precision,0.7566302652106084,ee,entropy_hi,masakhaner2
recall,0.8290598290598291,ee,entropy_hi,masakhaner2
f1,0.7911908646003263,ee,entropy_hi,masakhaner2
precision,0.884546186298175,ee,entropy_hi,masakhapos
recall,0.8806639320805113,ee,entropy_hi,masakhapos
f1,0.8826007900381374,ee,entropy_hi,masakhapos
precision,0.3819363964491269,bm,entropy_hi,sib200
recall,0.39215686274509803,bm,entropy_hi,sib200
f1,0.386979158442916,bm,entropy_hi,sib200
precision,0.7367168913560667,bm,entropy_hi,masakhaner2
recall,0.7107880642693191,bm,entropy_hi,masakhaner2
f1,0.7235202492211837,bm,entropy_hi,masakhaner2
precision,0.8864112140162294,bm,entropy_hi,masakhapos
recall,0.889783693843594,bm,entropy_hi,masakhapos
f1,0.8880942522485715,bm,entropy_hi,masakhapos
precision,0.46299623008776913,ts,entropy_hi,AfriSenti-Twitter
recall,0.5511811023622047,ts,entropy_hi,AfriSenti-Twitter
f1,0.5032547352894214,ts,entropy_hi,AfriSenti-Twitter
precision,0.49975754678089557,ts,entropy_hi,sib200
recall,0.4950980392156863,ts,entropy_hi,sib200
f1,0.4974168813589255,ts,entropy_hi,sib200
precision,0.5070255915585534,rn,entropy_hi,sib200
recall,0.5147058823529411,rn,entropy_hi,sib200
f1,0.5108368708259508,rn,entropy_hi,sib200
precision,0.7027075322882776,rn,entropy_hi,masakhanews
recall,0.6832298136645962,rn,entropy_hi,masakhanews
f1,0.6928318047681117,rn,entropy_hi,masakhanews
precision,0.45922777270683285,fon,entropy_hi,sib200
recall,0.47058823529411764,fon,entropy_hi,sib200
f1,0.4648386031141243,fon,entropy_hi,sib200
precision,0.7174855491329479,fon,entropy_hi,masakhaner2
recall,0.7603369065849923,fon,entropy_hi,masakhaner2
f1,0.7382899628252788,fon,entropy_hi,masakhaner2
precision,0.8822908782942338,fon,entropy_hi,masakhapos
recall,0.8836126158051941,fon,entropy_hi,masakhapos
f1,0.8829512524048896,fon,entropy_hi,masakhapos
precision,0.326993327406414,ti,entropy_hi,sib200
recall,0.35294117647058826,ti,entropy_hi,sib200
f1,0.3394721374331936,ti,entropy_hi,sib200
precision,0.5990406105014737,ti,entropy_hi,masakhanews
recall,0.6066176470588235,ti,entropy_hi,masakhanews
f1,0.6028053195943236,ti,entropy_hi,masakhanews
precision,0.8659493626496754,pcm,thresholded_wiki,masakhapos
recall,0.8664324539307968,pcm,thresholded_wiki,masakhapos
f1,0.8661908409329181,pcm,thresholded_wiki,masakhapos
precision,0.8770603516631935,pcm,thresholded_wiki,masakhanews
recall,0.8590163934426229,pcm,thresholded_wiki,masakhanews
f1,0.8679446023814043,pcm,thresholded_wiki,masakhanews
precision,0.6424302788844621,pcm,thresholded_wiki,masakhaner
recall,0.7018498367791077,pcm,thresholded_wiki,masakhaner
f1,0.670826833073323,pcm,thresholded_wiki,masakhaner
precision,0.5808871136906186,pcm,thresholded_wiki,AfriSenti-Twitter
recall,0.6437168993740973,pcm,thresholded_wiki,AfriSenti-Twitter
f1,0.6106902275707847,pcm,thresholded_wiki,AfriSenti-Twitter
precision,0.7460788469690547,pcm,thresholded_wiki,masakhaner2
recall,0.7521367521367521,pcm,thresholded_wiki,masakhaner2
f1,0.7490955522451584,pcm,thresholded_wiki,masakhaner2
precision,0.9159640900244723,ha,thresholded_wiki,masakhapos
recall,0.9160349854227405,ha,thresholded_wiki,masakhapos
f1,0.9159995363518378,ha,thresholded_wiki,masakhapos
precision,0.7231241416089537,ha,thresholded_wiki,sib200
recall,0.7254901960784313,ha,thresholded_wiki,sib200
f1,0.7243052365786282,ha,thresholded_wiki,sib200
precision,0.857100320983837,ha,thresholded_wiki,masakhanews
recall,0.858712715855573,ha,thresholded_wiki,masakhanews
f1,0.8579057608146611,ha,thresholded_wiki,masakhanews
precision,0.8139350752177356,ha,thresholded_wiki,masakhaner
recall,0.8954703832752613,ha,thresholded_wiki,masakhaner
f1,0.8527581916217337,ha,thresholded_wiki,masakhaner
precision,0.7375473134692664,ha,thresholded_wiki,AfriSenti-Twitter
recall,0.727324156138035,ha,thresholded_wiki,AfriSenti-Twitter
f1,0.7324000617265284,ha,thresholded_wiki,AfriSenti-Twitter
precision,0.8008985575786238,ha,thresholded_wiki,masakhaner2
recall,0.8242881479678754,ha,thresholded_wiki,masakhaner2
f1,0.8124250419764931,ha,thresholded_wiki,masakhaner2
precision,0.8245583057873755,ig,thresholded_wiki,masakhapos
recall,0.7827887503413125,ig,thresholded_wiki,masakhapos
f1,0.8031308027843526,ig,thresholded_wiki,masakhapos
precision,0.7426695619452874,ig,thresholded_wiki,sib200
recall,0.7450980392156863,ig,thresholded_wiki,sib200
f1,0.7438818185834841,ig,thresholded_wiki,sib200
precision,0.8476118670784478,ig,thresholded_wiki,masakhanews
recall,0.8358974358974359,ig,thresholded_wiki,masakhanews
f1,0.8417138949867297,ig,thresholded_wiki,masakhanews
precision,0.8097601323407775,ig,thresholded_wiki,masakhaner
recall,0.8303647158608991,ig,thresholded_wiki,masakhaner
f1,0.8199329983249581,ig,thresholded_wiki,masakhaner
precision,0.7513302452338928,ig,thresholded_wiki,AfriSenti-Twitter
recall,0.7468766974470397,ig,thresholded_wiki,AfriSenti-Twitter
f1,0.7490968520653432,ig,thresholded_wiki,AfriSenti-Twitter
precision,0.8384358896635344,ig,thresholded_wiki,masakhaner2
recall,0.853440296204875,ig,thresholded_wiki,masakhaner2
f1,0.8458715596330275,ig,thresholded_wiki,masakhaner2
precision,0.910937847030291,sw,thresholded_wiki,masakhapos
recall,0.9133383103147941,sw,thresholded_wiki,masakhapos
f1,0.9121364993546422,sw,thresholded_wiki,masakhapos
precision,0.8207757799476066,sw,thresholded_wiki,sib200
recall,0.803921568627451,sw,thresholded_wiki,sib200
f1,0.8122612535628402,sw,thresholded_wiki,sib200
precision,0.8240216702400809,sw,thresholded_wiki,masakhanews
recall,0.8088235294117647,sw,thresholded_wiki,masakhanews
f1,0.8163518694576409,sw,thresholded_wiki,masakhanews
precision,0.5484979640989871,sw,thresholded_wiki,AfriSenti-Twitter
recall,0.5868983957219251,sw,thresholded_wiki,AfriSenti-Twitter
f1,0.5670488061758686,sw,thresholded_wiki,AfriSenti-Twitter
precision,0.8856447688564477,sw,thresholded_wiki,masakhaner2
recall,0.9247113163972286,sw,thresholded_wiki,masakhaner2
f1,0.9047565246864762,sw,thresholded_wiki,masakhaner2
precision,0.9380930207224091,yo,thresholded_wiki,masakhapos
recall,0.9380944146636694,yo,thresholded_wiki,masakhapos
f1,0.9380937176925213,yo,thresholded_wiki,masakhapos
precision,0.7019092359165888,yo,thresholded_wiki,sib200
recall,0.6911764705882353,yo,thresholded_wiki,sib200
f1,0.696501508972209,yo,thresholded_wiki,sib200
precision,0.8690992570375125,yo,thresholded_wiki,masakhanews
recall,0.8637469586374696,yo,thresholded_wiki,masakhanews
f1,0.8664148419285188,yo,thresholded_wiki,masakhanews
precision,0.6948757763975155,yo,thresholded_wiki,masakhaner
recall,0.7927369353410098,yo,thresholded_wiki,masakhaner
f1,0.7405875051717004,yo,thresholded_wiki,masakhaner
precision,0.688058125864646,yo,thresholded_wiki,AfriSenti-Twitter
recall,0.6668881506090808,yo,thresholded_wiki,AfriSenti-Twitter
f1,0.6773077560884702,yo,thresholded_wiki,AfriSenti-Twitter
precision,0.8160265528686581,yo,thresholded_wiki,masakhaner2
recall,0.8566450970632156,yo,thresholded_wiki,masakhaner2
f1,0.8358426420592521,yo,thresholded_wiki,masakhaner2
precision,0.8585918432268759,am,thresholded_wiki,masakhanews
recall,0.8590425531914894,am,thresholded_wiki,masakhanews
f1,0.8588171390756812,am,thresholded_wiki,masakhanews
precision,0.4846153846153846,am,thresholded_wiki,masakhaner
recall,0.5645161290322581,am,thresholded_wiki,masakhaner
f1,0.5215231788079471,am,thresholded_wiki,masakhaner
precision,0.7573676141903741,am,thresholded_wiki,AfriSenti-Twitter
recall,0.30665332666333167,am,thresholded_wiki,AfriSenti-Twitter
f1,0.43655023972029383,am,thresholded_wiki,AfriSenti-Twitter
precision,0.8779585372882885,sn,thresholded_wiki,masakhapos
recall,0.8817683123588255,sn,thresholded_wiki,masakhapos
f1,0.8798593007783704,sn,thresholded_wiki,masakhapos
precision,0.6543923114453594,sn,thresholded_wiki,sib200
recall,0.6421568627450981,sn,thresholded_wiki,sib200
f1,0.648216854535648,sn,thresholded_wiki,sib200
precision,0.8821200411197324,sn,thresholded_wiki,masakhanews
recall,0.8753387533875339,sn,thresholded_wiki,masakhanews
f1,0.8787163141977313,sn,thresholded_wiki,masakhanews
precision,0.9023713420787084,sn,thresholded_wiki,masakhaner2
recall,0.9278858625162127,sn,thresholded_wiki,masakhaner2
f1,0.9149507609668756,sn,thresholded_wiki,masakhaner2
precision,0.8634713240234038,zu,thresholded_wiki,masakhapos
recall,0.8730485689505637,zu,thresholded_wiki,masakhapos
f1,0.8682335363028084,zu,thresholded_wiki,masakhapos
precision,0.7128357466958289,zu,thresholded_wiki,sib200
recall,0.696078431372549,zu,thresholded_wiki,sib200
f1,0.704357435122966,zu,thresholded_wiki,sib200
precision,0.8035,zu,thresholded_wiki,masakhaner2
recall,0.8374153204794164,zu,thresholded_wiki,masakhaner2
f1,0.8201071701964786,zu,thresholded_wiki,masakhaner2
precision,0.6206485988060382,ary,thresholded_wiki,sib200
recall,0.6127450980392157,ary,thresholded_wiki,sib200
f1,0.6166715258818475,ary,thresholded_wiki,sib200
precision,0.4260142812016653,ary,thresholded_wiki,AfriSenti-Twitter
recall,0.3796014859844647,ary,thresholded_wiki,AfriSenti-Twitter
f1,0.40147092641843213,ary,thresholded_wiki,AfriSenti-Twitter
precision,0.6878976251901647,so,thresholded_wiki,sib200
recall,0.6764705882352942,so,thresholded_wiki,sib200
f1,0.682136254097767,so,thresholded_wiki,sib200
precision,0.6978530988608703,so,thresholded_wiki,masakhanews
recall,0.7074829931972789,so,thresholded_wiki,masakhanews
f1,0.702635052190286,so,thresholded_wiki,masakhanews
precision,0.9689718290212883,rw,thresholded_wiki,masakhapos
recall,0.9697219604147032,rw,thresholded_wiki,masakhapos
f1,0.9693467495952562,rw,thresholded_wiki,masakhapos
precision,0.7556183540609919,rw,thresholded_wiki,sib200
recall,0.75,rw,thresholded_wiki,sib200
f1,0.7527986943267386,rw,thresholded_wiki,sib200
precision,0.6342342342342342,rw,thresholded_wiki,masakhaner
recall,0.7272727272727273,rw,thresholded_wiki,masakhaner
f1,0.6775745909528393,rw,thresholded_wiki,masakhaner
precision,0.6041034999068237,rw,thresholded_wiki,AfriSenti-Twitter
recall,0.601364522417154,rw,thresholded_wiki,AfriSenti-Twitter
f1,0.6027308995084444,rw,thresholded_wiki,AfriSenti-Twitter
precision,0.7444966608953747,rw,thresholded_wiki,masakhaner2
recall,0.7960856916159746,rw,thresholded_wiki,masakhaner2
f1,0.7694274028629856,rw,thresholded_wiki,masakhaner2
precision,0.8210413003594024,tw,thresholded_wiki,masakhapos
recall,0.8283466779042,tw,thresholded_wiki,masakhapos
f1,0.8246778108457413,tw,thresholded_wiki,masakhapos
precision,0.6791029194749555,tw,thresholded_wiki,sib200
recall,0.6813725490196079,tw,thresholded_wiki,sib200
f1,0.6802358410789044,tw,thresholded_wiki,sib200
precision,0.6278697783791667,tw,thresholded_wiki,AfriSenti-Twitter
recall,0.6396206533192834,tw,thresholded_wiki,AfriSenti-Twitter
f1,0.633690744802184,tw,thresholded_wiki,AfriSenti-Twitter
precision,0.7157360406091371,tw,thresholded_wiki,masakhaner2
recall,0.7673469387755102,tw,thresholded_wiki,masakhaner2
f1,0.7406434668417599,tw,thresholded_wiki,masakhaner2
precision,0.5586897343282792,ln,thresholded_wiki,sib200
recall,0.553921568627451,ln,thresholded_wiki,sib200
f1,0.5562954343408965,ln,thresholded_wiki,sib200
precision,0.7683516073095906,ln,thresholded_wiki,masakhanews
recall,0.7828571428571428,ln,thresholded_wiki,masakhanews
f1,0.7755365535985088,ln,thresholded_wiki,masakhanews
precision,0.8875900662132225,lg,thresholded_wiki,masakhapos
recall,0.8952577319587629,lg,thresholded_wiki,masakhapos
f1,0.8914074105506153,lg,thresholded_wiki,masakhapos
precision,0.5778051875392001,lg,thresholded_wiki,sib200
recall,0.5833333333333334,lg,thresholded_wiki,sib200
f1,0.5805561007678156,lg,thresholded_wiki,sib200
precision,0.8452415696899114,lg,thresholded_wiki,masakhanews
recall,0.8340807174887892,lg,thresholded_wiki,masakhanews
f1,0.839624055824004,lg,thresholded_wiki,masakhanews
precision,0.7076086956521739,lg,thresholded_wiki,masakhaner
recall,0.7640845070422535,lg,thresholded_wiki,masakhaner
f1,0.734762979683973,lg,thresholded_wiki,masakhaner
precision,0.8174936921783011,lg,thresholded_wiki,masakhaner2
recall,0.8575209528010587,lg,thresholded_wiki,masakhaner2
f1,0.8370290635091497,lg,thresholded_wiki,masakhaner2
precision,0.9242313795317231,wo,thresholded_wiki,masakhapos
recall,0.9248877633245078,wo,thresholded_wiki,masakhapos
f1,0.9245594549294883,wo,thresholded_wiki,masakhapos
precision,0.46380203244088336,wo,thresholded_wiki,sib200
recall,0.45098039215686275,wo,thresholded_wiki,sib200
f1,0.45730135789461673,wo,thresholded_wiki,sib200
precision,0.5855513307984791,wo,thresholded_wiki,masakhaner
recall,0.6062992125984252,wo,thresholded_wiki,masakhaner
f1,0.5957446808510638,wo,thresholded_wiki,masakhaner
precision,0.7093167701863354,wo,thresholded_wiki,masakhaner2
recall,0.7508218277449047,wo,thresholded_wiki,masakhaner2
f1,0.7294793995528585,wo,thresholded_wiki,masakhaner2
precision,0.7945900724662334,om,thresholded_wiki,masakhanews
recall,0.796923076923077,om,thresholded_wiki,masakhanews
f1,0.7957548647151311,om,thresholded_wiki,masakhanews
precision,0.8841872244257737,tn,thresholded_wiki,masakhapos
recall,0.8864459389549922,tn,thresholded_wiki,masakhapos
f1,0.8853151410217481,tn,thresholded_wiki,masakhapos
precision,0.6528955350056544,tn,thresholded_wiki,sib200
recall,0.6470588235294118,tn,thresholded_wiki,sib200
f1,0.6499640760379338,tn,thresholded_wiki,sib200
precision,0.7527272727272727,tn,thresholded_wiki,masakhaner2
recall,0.8247011952191236,tn,thresholded_wiki,masakhaner2
f1,0.7870722433460077,tn,thresholded_wiki,masakhaner2
precision,0.7909027188418696,ny,thresholded_wiki,masakhapos
recall,0.8032185781218171,ny,thresholded_wiki,masakhapos
f1,0.7970130735607591,ny,thresholded_wiki,masakhapos
precision,0.6670707968502086,ny,thresholded_wiki,sib200
recall,0.6666666666666666,ny,thresholded_wiki,sib200
f1,0.6668686705315434,ny,thresholded_wiki,sib200
precision,0.8666473821232282,ny,thresholded_wiki,masakhaner2
recall,0.8679026651216686,ny,thresholded_wiki,masakhaner2
f1,0.8672745694022289,ny,thresholded_wiki,masakhaner2
precision,0.884780851744077,ee,thresholded_wiki,masakhapos
recall,0.8784699036535343,ee,thresholded_wiki,masakhapos
f1,0.8816140837675029,ee,thresholded_wiki,masakhapos
precision,0.5492659309864626,ee,thresholded_wiki,sib200
recall,0.5637254901960784,ee,thresholded_wiki,sib200
f1,0.5564017840575358,ee,thresholded_wiki,sib200
precision,0.7573042462017919,ee,thresholded_wiki,masakhaner2
recall,0.8307692307692308,ee,thresholded_wiki,masakhaner2
f1,0.7923374770735683,ee,thresholded_wiki,masakhaner2
precision,0.8926142621258376,bm,thresholded_wiki,masakhapos
recall,0.8956405990016639,bm,thresholded_wiki,masakhapos
f1,0.8941248697668853,bm,thresholded_wiki,masakhapos
precision,0.46940469394913126,bm,thresholded_wiki,sib200
recall,0.47058823529411764,bm,thresholded_wiki,sib200
f1,0.4699957195255329,bm,thresholded_wiki,sib200
precision,0.7304347826086957,bm,thresholded_wiki,masakhaner2
recall,0.7069625095638867,bm,thresholded_wiki,masakhaner2
f1,0.71850699844479,bm,thresholded_wiki,masakhaner2
precision,0.5830106801174576,ts,thresholded_wiki,sib200
recall,0.5833333333333334,ts,thresholded_wiki,sib200
f1,0.5831719620965825,ts,thresholded_wiki,sib200
precision,0.5005289493078339,ts,thresholded_wiki,AfriSenti-Twitter
recall,0.531496062992126,ts,thresholded_wiki,AfriSenti-Twitter
f1,0.5155479039753685,ts,thresholded_wiki,AfriSenti-Twitter
precision,0.5117670108795869,rn,thresholded_wiki,sib200
recall,0.5245098039215687,rn,thresholded_wiki,sib200
f1,0.5180600602002007,rn,thresholded_wiki,sib200
precision,0.7098856163525509,rn,thresholded_wiki,masakhanews
recall,0.7111801242236024,rn,thresholded_wiki,masakhanews
f1,0.7105322806775539,rn,thresholded_wiki,masakhanews
precision,0.885102387848347,fon,thresholded_wiki,masakhapos
recall,0.886245127322432,fon,thresholded_wiki,masakhapos
f1,0.88567338898084,fon,thresholded_wiki,masakhapos
precision,0.5169636965631548,fon,thresholded_wiki,sib200
recall,0.5196078431372549,fon,thresholded_wiki,sib200
f1,0.5182823974292781,fon,thresholded_wiki,sib200
precision,0.7085953878406709,fon,thresholded_wiki,masakhaner2
recall,0.776416539050536,fon,thresholded_wiki,masakhaner2
f1,0.7409572524662038,fon,thresholded_wiki,masakhaner2
precision,0.40440183426311704,ti,thresholded_wiki,sib200
recall,0.39215686274509803,ti,thresholded_wiki,sib200
f1,0.39818523156831853,ti,thresholded_wiki,sib200
precision,0.638774002423936,ti,thresholded_wiki,masakhanews
recall,0.6213235294117647,ti,thresholded_wiki,masakhanews
f1,0.6299279343946328,ti,thresholded_wiki,masakhanews
precision,0.7164318546197131,pcm,raw_wiki,masakhapos
recall,0.7509611560387114,pcm,raw_wiki,masakhapos
f1,0.7332902499334786,pcm,raw_wiki,masakhapos
precision,0.5724136198429916,pcm,raw_wiki,AfriSenti-Twitter
recall,0.6369764082811747,pcm,raw_wiki,AfriSenti-Twitter
f1,0.6029716851301509,pcm,raw_wiki,AfriSenti-Twitter
precision,0.5867544539116963,pcm,raw_wiki,masakhaner2
recall,0.6474358974358975,pcm,raw_wiki,masakhaner2
f1,0.6156034132466477,pcm,raw_wiki,masakhaner2
precision,0.8073261331665742,pcm,raw_wiki,masakhanews
recall,0.8524590163934426,pcm,raw_wiki,masakhanews
f1,0.8292789480256932,pcm,raw_wiki,masakhanews
precision,0.29496478165841294,ha,raw_wiki,sib200
recall,0.3382352941176471,ha,raw_wiki,sib200
f1,0.31512156582200096,ha,raw_wiki,sib200
precision,0.7883369403100724,ha,raw_wiki,masakhapos
recall,0.7951807228915663,ha,raw_wiki,masakhapos
f1,0.7917440425772704,ha,raw_wiki,masakhapos
precision,0.7128938340828451,ha,raw_wiki,AfriSenti-Twitter
recall,0.7063926079577597,ha,raw_wiki,AfriSenti-Twitter
f1,0.7096283311644292,ha,raw_wiki,AfriSenti-Twitter
precision,0.5723003449190767,ha,raw_wiki,masakhaner2
recall,0.5249452421513751,ha,raw_wiki,masakhaner2
f1,0.5476009139375476,ha,raw_wiki,masakhaner2
precision,0.8116169544740973,ha,raw_wiki,masakhaner
recall,0.9006968641114983,ha,raw_wiki,masakhaner
f1,0.8538398018166804,ha,raw_wiki,masakhaner
precision,0.7670787474123429,ha,raw_wiki,masakhanews
recall,0.7535321821036107,ha,raw_wiki,masakhanews
f1,0.7602451240659228,ha,raw_wiki,masakhanews
precision,0.42522788864252276,ha,raw_wiki,afrixnli
recall,0.43666666666666665,ha,raw_wiki,afrixnli
f1,0.4308713718248852,ha,raw_wiki,afrixnli
precision,0.38619475568004985,ig,raw_wiki,sib200
recall,0.30392156862745096,ig,raw_wiki,sib200
f1,0.3401540053693241,ig,raw_wiki,sib200
precision,0.7016935523755544,ig,raw_wiki,masakhapos
recall,0.6947756439428415,ig,raw_wiki,masakhapos
f1,0.6982174629953113,ig,raw_wiki,masakhapos
precision,0.7249953298008032,ig,raw_wiki,AfriSenti-Twitter
recall,0.7110266159695817,ig,raw_wiki,AfriSenti-Twitter
f1,0.7179430334756752,ig,raw_wiki,AfriSenti-Twitter
precision,0.7412193505632869,ig,raw_wiki,masakhaner2
recall,0.6902190681888306,ig,raw_wiki,masakhaner2
f1,0.7148106726314108,ig,raw_wiki,masakhaner2
precision,0.7834549878345499,ig,raw_wiki,masakhaner
recall,0.8193384223918575,ig,raw_wiki,masakhaner
f1,0.8009950248756219,ig,raw_wiki,masakhaner
precision,0.7319682975466187,ig,raw_wiki,masakhanews
recall,0.7076923076923077,ig,raw_wiki,masakhanews
f1,0.7196256281006003,ig,raw_wiki,masakhanews
precision,0.39949615486608325,ig,raw_wiki,afrixnli
recall,0.38333333333333336,ig,raw_wiki,afrixnli
f1,0.39124788988443054,ig,raw_wiki,afrixnli
precision,0.0832798459563543,sw,raw_wiki,sib200
recall,0.2549019607843137,sw,raw_wiki,sib200
f1,0.12554309903707495,sw,raw_wiki,sib200
precision,0.7004008640987641,sw,raw_wiki,masakhapos
recall,0.7073534901082493,sw,raw_wiki,masakhapos
f1,0.7038600082670959,sw,raw_wiki,masakhapos
precision,0.4867596357645009,sw,raw_wiki,AfriSenti-Twitter
recall,0.5735294117647058,sw,raw_wiki,AfriSenti-Twitter
f1,0.5265940796452989,sw,raw_wiki,AfriSenti-Twitter
precision,0.799080761654629,sw,raw_wiki,masakhaner2
recall,0.8431870669745959,sw,raw_wiki,masakhaner2
f1,0.8205416338914485,sw,raw_wiki,masakhaner2
precision,0.5657867169320104,sw,raw_wiki,masakhanews
recall,0.5588235294117647,sw,raw_wiki,masakhanews
f1,0.5622835663789453,sw,raw_wiki,masakhanews
precision,0.3066830156405407,yo,raw_wiki,sib200
recall,0.3382352941176471,yo,raw_wiki,sib200
f1,0.3216873158244157,yo,raw_wiki,sib200
precision,0.8728460933129607,yo,raw_wiki,masakhapos
recall,0.8739553916200795,yo,raw_wiki,masakhapos
f1,0.8734003902391076,yo,raw_wiki,masakhapos
precision,0.6583512891579397,yo,raw_wiki,AfriSenti-Twitter
recall,0.6157253599114064,yo,raw_wiki,AfriSenti-Twitter
f1,0.636325270949766,yo,raw_wiki,AfriSenti-Twitter
precision,0.7373831775700934,yo,raw_wiki,masakhaner2
recall,0.7854654056744649,yo,raw_wiki,masakhaner2
f1,0.7606652205350687,yo,raw_wiki,masakhaner2
precision,0.6963873943120676,yo,raw_wiki,masakhaner
recall,0.8024800708591674,yo,raw_wiki,masakhaner
f1,0.745679012345679,yo,raw_wiki,masakhaner
precision,0.7805288391512232,yo,raw_wiki,masakhanews
recall,0.7712895377128953,yo,raw_wiki,masakhanews
